Görüş,Durum
telefonu 2017 yılı şubat ayında almıştım yalan yok markasını sorunlara ismini söylemekte güçlük çektiğim zamanlar oldu telefonun güzel yanı donma olmaması aynı anda birden fazla uygulama çalışırken sıkıntı yaşanmaması kendine has bir havası var bunca zamandır pişman olmadım nşallah bundan sonra olmam,Olumlu
kulaklığın sesi kaliteli falan değil aleti öve öve bitiremeyen yorumlar şüpheli tizler yok olan boğuk çıkıyor bas kaba saba ben buradayım diyor kalite yok yi ses arayanlara tavsiye etmem hayatımda aldığım ilk snopy marka üründü onu yorumlara güvenerek aldım pişman oldum hepsiburada nın sahte yorumlara karşı önlem alması gerekiyor artık,Olumsuz
kesinlikle tavsiye etmiyorum tepe kısmını plastik malzemeden imal etmişler isındıkça plastik erimeye koku yapmaya başlıyor sinbonun tüketiciye verdiği değer metali 10 cm uzun yapsa sorun çözülürmüş dikey ısıtıcı yataydan kullanışlı,Olumsuz
beklediğimden iyi,Olumlu
kalitesiz bir ürün uzun saç kesimi aldım kesmiyor saçı ileri doğru sürüklüyor bıçağı kalitesiz ucuz ürünlerden hiçbir farkı yok,Olumsuz
urunu ucretsiz kurulum olarak aldim iki gundur yetkilileri ariyorum ona atiyor ona bagliyor malatyadaki servis ucretsiz montaj yapmiyor berbat bir servis hizmeti var,Olumsuz
bende aldım almaz olsaydım 3 ay oldu alalı 1 adam patates yemedik karıştırıcı 5 kuruş etmez kendimiz karıştırıyoruz servisten çıkmıyor zaten kaç götürdüm şekilde çalışıyor denildi berbat bir ürün,Olumsuz
servis xizmeti lazım,Olumlu
mağaza iletişimi kesinlikle berbat ürün rengi yanlış sipariş kontrolü sağlamadan göndermişler paket özensiz gelen tost makinesinin kulpu bozuk langur lungur sallanıyor ürün yanlış geldiği halde kendilerine 10 mesaj attım tarafım bir dönüş sağlayın kimse aramadı internette yazan iletişim numarasına bir şekilde cevap verilmedi kesinlikle ürün alınmaması gereken bir mağaza letişim yönünden sıfır gönderdiğiniz mesajlara otomatik mesaj dönmekte mesaj taslaklarını gönderip duruyorlar hediyelik aldığım üründe mağdur ettiler lgi alaka sıfır ürün alacaklar umarım yorumum yardımcı olur,Olumsuz
pişirme kalitesi verdiği ısı kötü kek yaptım kabarmadı poşette tavuk yaptım 1 saatte bile pişmedi biraz pahalı modellere bakmak mantıklı tavsiye etmiyorum,Olumsuz
sakın sakın makineyi almayın paranızı direk olarak çöpe atıyorsunuz bosch dünya markası tamir edilmeyen makine üretmiş garantisi biteli 2 ay oldu servis götürdüm makinenin motorunun yandığı tamirinin olmadığını söylediler bosch resmen tamir edilmeyen garantisi bitince bozulacak şekilde bir makine üretmiş,Olumsuz
2 5 yıldır kullanıyorum batarya bittiydi geçen 300 liraya apple servisinde batarya değiştirdim aldığımdaki performansına yakın şekilde kullanmaya devam öncesinde samsung sony kullanmıştım phone bağladı kendine bozulunca yine iphone diyecem bozulacak durmuyor günde 1 2 sefer düzenli düşürürüm bişi olmuyor güncelleme alacak yavaşladı vs derdi yok paraya kıyınız iphone alınız efenim keşke oyun bilgisayarı çıkarsalar borç harç benden rahat 18 20k çalışırdı,Olumlu
firin arka tarafi yamuk dügme taraflari kirik adeyle ugrasmak stemedi hakkimi parami helal etmi yorum,Olumsuz
i lk bir göz makyaj temizleyicisinin gözleri kör edecek derecede yaktığını görüyorum kullanım talimatında göz temas halinde bol su yıkayın diyen bir göz makyaj temizleyicisi mi olur paramın boşa gittiğine üzülmüyorum avonun ürünle insanları düşürdüğü duruma üzülüyorum,Olumsuz
tabanina bayıldım,Olumlu
kırk yılda bir küçük şeyler kullanacaksanız fiyatı bakımından tercih edilebilir özellikle kurabiye ekmek hamuru kıvamlı hamurları karıştırırken makinenin bütün parçaları kırılacak yerinden oynuyor kek hamuru kremalar kullanılabilir,Olumsuz
gerçekten kaliteli bir ürün 2 adet aldım pişmanlık yaşatmadı tavsiye ederim gerçekten,Olumlu
uzun süre kullanımı pek söz konusu değil standart bir fare ye göre küçük,Olumsuz
bulunduğum yerde mağazadan almıştım yok böyle berbat makina çamaşırlar leş kokuyor kesinlikle tavsiye etmiyorum arçelik 9 kiloluk 9103 yp,Olumsuz
görüntü net değil,Olumsuz
abartildigi kadar degil cok kucuk,Olumsuz
çekimi ağır,Olumsuz
ürünü haftada 2 gün kullanıyorum ürünü 4 yıl önce aldım üründe şükür bir sıkıntısı yok tafsiye ediyorum çevreme bence iyisi makina,Olumlu
üründe sıkıntı yok fakat ürün paketlenmemiş üstüne sadece incecik bir streç örtülmüş şaka ürünün kendi kutusu var paketleme ihtiyacı görmemiş arkadaşlar kutunun köşeleri zarar görmüştü benim önemli değil fakat bilgisayarı satacağım kişi önemli neyse firmaya yine teşekkürler azından bozuk göndermiyorlar diğer firmalar biosu güncel gönderilmiş,Olumsuz
tamam memnun kaldım teşekkür ederim,Olumlu
fiyatının ürünü hakkını veriyor,Olumlu
olumlu yönleri henüz kullanmadım ablam annem ütüyü kullanıyor onların tavsiyesi üzerine aldım hatta ben üst model bişey almaya kalkmıştım onların ütüden memnuniyeti fikrimi değiştirdi anneme ablama göre gayet iyi sorunsuz bir ütü zamanla göreceğim ben,Olumlu
ergonomik açıdan iyidi ancak kullanımını sevmedim birincisi tuşları mekanik klavye kadar ses çıkarıyor kincisi klavye bir masanın kısa ayağı olduğunda sallanıyorsa koyarsam koyayım sallandı bir yamukluk vardı üçüncüsü tuşların dokusu pütürlü gibiydi parmaklarımı rahatsız etti mouse ergonomik açıdan uygundu ancak tuş tıklama sesi yüksekti yüzden memnun kalmadım,Olumsuz
ürün güzel satıcı ilgisiz,Olumsuz
pahalı bir ürün almaktansa uygun fiyata hemde kaliteli bir ürün aldım aç kapa düğmesi taşıma yeri toz haznesinin filtresini çıkarmak kolay diğer süpürgeler kolay kırılacak değil ayrıca filtreyi değiştirmek gerektiğinde oto parçacıdan polen filtresi alınabilir aynı işlemi görüyor böylece ucuza mal edilebiliyor çekim gücüde iyi,Olumlu
abartıldığı kadar iyi bir telefon değil ncf yok nanamıyorum,Olumsuz
olumlu yönleri aldim kullaniyoruz memnunuz,Olumlu
ürün orjinal değil bi kere orjinal kulaklığımda var yedek olarak aldım fakat arada ses kalitesi olarak dağlar var fiyat performans olarak iyi indirimden aldığım normal kullanım kesinlikle tavsiye etmem,Olumsuz
ürün geldi fakat kutusunda hiçbir yok bir koruma nede garanti belgeleri sadece ürün çıktı içinden kadar,Olumsuz
rengi pembeye yakin cok guzel gorunuyor,Olumlu
fatura garanti belgesi yok,Olumsuz
kulak ici olmamasi ucuz fiyatindan dolayi tercih etmistim malzemesi cok sert yarim saat kulaginizda bile kalsa cikarttiginizda agri hissediyosunuz kablosu kisa genel anlamda vasat bir urun tavsiye etmiyorum fiyatin üzerine 20 lira civari ekleyip cok iyi malzemeli yine ayni markanin urunleri var,Olumsuz
üründen 01 03 2020 medi marktan aldim hazi ran 2020 üründe donma ekranda kapanip açilma kumandadan hi ç bi şeki lde şlem yapamiyorum uydu alicisini kapatip fi şi ni çeki yorum daki ka bekli yorum sonra düzeli yor bi yakinimda almiş next 2023 ü ayni ariza ondada var bakalim next malinin arkasinda olup ade alacak mi,Olumsuz
olumlu yönleri tek başına yaşayan haftada bir gün ütü yapan olduğumu belirteyim öncelikle yaklaşık 10 yıldır ucuz yollu işimi gören bir ütü kullandım philips in kullanımdaki rahatlığı ütüleme performansı açısından ciddi farkı var ütü yapma hızım rahatlığım ciddi oranda arttı önceden baya mücadele veriyormuşum yalnız şunu belirteyim ilk kullanımda biraz su akıttı sonrasında öyle bir sıkıntı yaşamadım yüzden hemen servise göndermeyin arızalı tarz yüksek ısı buharla çalışan ürünlerde ilk bir kaç kullanımda sistemin oturması vakit alıyor olumsuz yönleri olumsuz gördüğüm bir yok sadece su koyduğumuz yerin kapağı biraz iyi tasarlanabilirmiş kapatırken tırnaklar kırılacak geliyor ona zamanla alışıyorsunuz,Olumlu
kötütek olumlu yanı kaliteli batarya ömrü uzun bir cihaz içinde pille geliyor eksileri ergonomik değil iki tuş aynı anda basılır takılıyor saçma bir tasarımı var logitech ürünü yapamamış beğenmedim,Olumsuz
kumandası kullanışlı değil şuan çekmecede yakında muhtemelen çöpe gidecek gözlüğe gelince alıp bi dener bisüre kullanırım derseniz alın derim uzun süre kullanırım derseniz iyi bişey alın burun kısmı ağrı yapıyo görüntü iyi sayılmaz mercek ayar yerleri heran elinizde kalacak duruyor açı değeri bildiğim kadarıyla 80 derece pekte yeterli sayılmaz,Olumsuz
güzel ancak ürünün görselinde iç aydınlatma var ancak gelen üründe aydınlatma yok açıklamalarda aydınlatma ilgili bir bilgilendirme yok görsele inandık hata ettik,Olumsuz
kısa sürede ürün elime geçti kullanıyoruz gayet memnunum tavsiye ederim,Olumlu
beğenmedim ben kupkuru oluyor,Olumsuz
anneme evde kullanması aldım ilk aldığımızda ayarlarını yapamadığından baya sorun yaşamıştı sonra alıştırma yaptıkça makineyi çözdü şuanda hiçbir problem yaşamıyoruz yanındaki kitapçıkta güzel anlatılıyor yalnız çoğu parçaları plastik malzemeden hoş fiyata fazla bir beklenilmez tabi,Olumsuz
0 verecektim 0 yok ondan 1 yıldız verdim para vermeyin cidden parasına göre aşırı kötü 3 liralık kulaklık paranızı car vur etmeyin buna,Olumsuz
selamlar ürün ilk geldiğinde hemen telefonu takıp 360 derece bir video açtım inanın bana hayalleriniz suya düşüyor telefondan video izlemekle hiçbir farkı yok hissiyat sıfır telefonum kavisli olduğun lg g4 kaynaklandığını düşünüp başka telefona taktım sonuç yine aynı denemek amaçlı bile olsa fov değeri yüksek lensi kaliteli pahalı modelleri tercih edin tür çin malı vr box lar işe yaramıyor artık eve gelen misafir çocuklarına oynasınlar vermekten başka bir işe yaramaz,Olumsuz
urunun cekim kuvveti iyi supurge kismi biraz zor duruyo kendi kendine dusuyor eger sabitleyebilirseniz kullanimi cok iyi olur,Olumlu
ürün beklediğim değil hala üflediği havayı soğuttuğunu anlayamadım soğutuyorsa hissedilemeyecek kadar bi soğutma odada nemi arttırdığından ayrıca bunaltı veriyor bence sadece vantilatör alın ödeyin aynı görevi gören makinanız olur,Olumsuz
anakartın ışığı sinyal şeklinde yanıp sönüyor servise sordum bile anlamadı sattıklarından haberleri yok,Olumsuz
teşekkür ediyorum ürün güzel kargo koşa sürede ulaştı nternetten almada terettüt etmiştim sıkıntı yaşamadım cihaz 2 yıl apple türkiye garantıli tavsiye ederim,Olumlu
güzel ürün kaliteli,Olumlu
beklemeniz lazım kahve başında makineyhe bırakmayın kahveyi yakabilir,Olumlu
üründen memnun kalmadım özellikle desen dikimlerinde başarısız kumaşı büzüyor topluyor iade etmek istedim fakat satın aldığım firma olan istereyon firması iade almak istemedi eğitim verelim dediler verdikleri eğitimde desen dikerken kumaşın altına kağıt koymamı vs çağ dışı şeyler söylediler firma iade almaya yanaşmayınca ben tüketici hakem heyetine başvurdum makineyi iade ettim,Olumsuz
ürünü kullanamadık şarj olmuyor,Olumsuz
kalitesi bilinen bir urune uygun fiyata ulasmak icin,Olumlu
ürünün çekiş kuvveti iyi ancak gürültülü,Olumlu
olumlu yönleri hızlı şarj ekran boyutu pil kapasitesi olumlu taraflarından olumsuz yönleri olumsuz yönleri ağır olması 32 gb kapasitesinin güncellemeler vs yetersiz kalması yinede 4 yıldızı hakediyor telefonlara fazla para verilmemeli bence şartlarda telefon fazlasıyla karşılıyor şeyi yapanlarin ellerine sağlık,Olumlu
ürün güzel herkese tavsiye ederim,Olumlu
süper hızlı satıcı paketleme güzel ellerine sağlık,Olumlu
ürünü alalı baya oldu bugüne kadar sorun yaşamadık memnunuz,Olumlu
ilk kullanımdan itibaren telefon şarjı yüzde 95 bulduktan sonra bir türlü 100 ulaşmıyor şarj kablosu takılmamış sürekli uyarı sesi veriyor aşamadan sonra zor full oluyor şarjı kullandıktan sonra yüzde 4 5e inincede kapanıyor mecbur kalmadıkça kullanmıyorum,Olumsuz
şaban sakallı,Olumlu
ütümü burdaki yorumları okuyarak aldım kesinlikle memnunum verdiğim paraya değdi hepsijet aracılılığı teslim aldım paketleme muazzamdı,Olumlu
hızlı kargo harika ürün,Olumlu
aktarımı yavaş,Olumsuz
avantajlar kaliteli br urun saglam dayanikli,Olumlu
memnun kaldım umarım saglam çıkar uzun yıllar bozulmadan dayanır,Olumlu
fırın kötü,Olumsuz
güzel kullanışlı sesi normal cam hazneli olması hijten açısından olumlu,Olumlu
almadan önce test ettim bi arkadaşım farklı geldi biraz fiyatına göre uygun,Olumsuz
urunu begendim ancak birdaha surat kargoyla alakali bir magazadan almayacagim,Olumsuz
beğendik cihazı kasası büyük yazılım konusunda eksiği var şık duruyor,Olumlu
basit bir kuruluma sahip sozde cihaz 2 saat ugrasmam anca wifi alanini genisletebildim kutudan cikan kilavuz hic alakasi yok alacak kisiler 1 kere düşünsün,Olumsuz
ürünü indirimde 158tl iken aldım gayet güzel çalışıyor rengi güzel haznelerin boyutları ideal başlığını bir yere düşürmeme rağmen bozulma kırılma olmadı tabi yine teknolojik ürünlerin biraz şans olduğunu düşünüyorum benim ürünüm gayet iyi geldi paketleme güzeldi,Olumlu
ürün kötü ses gıcırtılı boğuk beğenmedimm,Olumsuz
markasına diğer sitelerde yorumlara bakarak aldım fakat verdiğim paraya değmedi kapatıcılığı fondoten duruyor aydınlatıcılığı yok,Olumsuz
satıcı firma paketi ezik göndermiş içini açtığımızda yağ haznesinin çizikli olduğunu menteşenin kırık olduğunu gördük firmayı aradığınızda sen hitap ediyorlar falan,Olumsuz
bence kaçırılmadan alınması gerekenlerden indirimli aldım çokta memnunum,Olumlu
hızlı güvenilir bir şekilde teslim edildi teşekkürler,Olumlu
benim ürünüme özel bir durum söz konusu yada üründe genel bir problem var okuma hızı neysede yazma hızı 15 16 mbps ın üzerine çıkmıyor örnek veriyorum internetten çektiğim 100 gb dosyayı ortalama olarak 2 saatte internetten çekiyorsam flasha atmam 1 5 saat sürüyor can sıkıcı,Olumsuz
marka kali te ürün lk çalişmada bozuldu,Olumsuz
ürünün başlığı kesinlikle oturmuyor sinir hastası oldum,Olumsuz
satılan ürünle paket farklı,Olumsuz
ayy ucuz iş görüyor isterim yalnız çalıştığı zaman evde inşaat varmış ses yapıyor haberiniz olsun onun dışında güzel,Olumlu
bana gelen ürün sorunlu idi iade ettim kaynadıktan sonra sıcak tutma moduna geçmiyor kaynamaya devam ediyor sonra sapının içinden su damlamaya başlıyor ayrıca ilk kullanımda sapın üzerindeki sıcak tutma düğmesinden çıkan yoğun buhar oradan buhar çıkar elimi su toplayacak kadar yaktı dikkat edin yapı olarak ta başarılı değil plastik taban metalin birleştiği yerden içindeki kablolar falan görünüyor derme çatma yapılmış tasarım olarak güzel şık bir ürün kullanımı sıkıntılı,Olumsuz
ürünü boş gönderdiler,Olumsuz
ürün iyide sesi çıkıyor,Olumsuz
3 yıldır kullanıyorum yok tutma yeri kırıldı yok borusu yarıldı diyenleri anlayamıyorum bir süpürme şekilleri var çözemedim şans işi birazda tamam biraz hassas bir makine hassas derken sonuçta kumandalı dijital göstergeli bir tutma yeri var tv kumandasina ozen gosteyirsaniz buda öyle süpürgenin bir üst modelini anneme aldık gece mavisi olani led li olan almaz olaydik berbat çekmiyor hassas halıya yapismiyor bile cektimi çekmedi süpürgenin yüzüne bakıyoruz kendine hayrı yok,Olumlu
zamanında kargo iyi paketleme güvenli alışveriş ben sorun yaşamadım makine gayet iyi,Olumlu
ürünüm söylenen tarihte kargolanmadı geç kaldığı iptal ediyorum,Olumsuz
ürün uygun güzel kullanışlı memnunum,Olumlu
gayet kullanışlı güzel bir set,Olumlu
ürünü aldım 4 gün sonra garantiye gönderdim bıçak kuşçumda sorun oldu değiştirdiler hizmet güzel,Olumlu
